534,10,48.83,0.81,813.8,0.6561,391.9281,0.32660675
535,11,53.71,0.9,895.18,0.81,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
535,11,53.71,0.9,895.18,0.81,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
525,1,4.88,0.08,81.38,0.0064,,
534,10,48.83,0.81,813.8,0.6561,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
525,1,4.88,0.08,81.38,0.0064,,
531,7,34.18,0.57,569.66,0.3249,,
514,-10,-48.83,-0.81,-813.8,0.6561,,
525,1,4.88,0.08,81.38,0.0064,,
534,10,48.83,0.81,813.8,0.6561,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
527,3,14.65,0.24,244.14,0.0576,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
535,11,53.71,0.9,895.18,0.81,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
535,11,53.71,0.9,895.18,0.81,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
534,10,48.83,0.81,813.8,0.6561,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
536,12,58.59,0.98,976.56,0.9604,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
535,11,53.71,0.9,895.18,0.81,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
534,10,48.83,0.81,813.8,0.6561,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
534,10,48.83,0.81,813.8,0.6561,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
534,10,48.83,0.81,813.8,0.6561,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
523,-1,-4.88,-0.08,-81.38,0.0064,,
535,11,53.71,0.9,895.18,0.81,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
525,1,4.88,0.08,81.38,0.0064,,
535,11,53.71,0.9,895.18,0.81,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
523,-1,-4.88,-0.08,-81.38,0.0064,,
534,10,48.83,0.81,813.8,0.6561,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
525,1,4.88,0.08,81.38,0.0064,,
534,10,48.83,0.81,813.8,0.6561,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
525,1,4.88,0.08,81.38,0.0064,,
535,11,53.71,0.9,895.18,0.81,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
525,1,4.88,0.08,81.38,0.0064,,
531,7,34.18,0.57,569.66,0.3249,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
526,2,9.77,0.16,162.76,0.0256,,
538,14,68.36,1.14,1139.32,1.2996,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
528,4,19.53,0.33,325.52,0.1089,,
531,7,34.18,0.57,569.66,0.3249,,
514,-10,-48.83,-0.81,-813.8,0.6561,,
528,4,19.53,0.33,325.52,0.1089,,
532,8,39.06,0.65,651.04,0.4225,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
528,4,19.53,0.33,325.52,0.1089,,
532,8,39.06,0.65,651.04,0.4225,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
528,4,19.53,0.33,325.52,0.1089,,
530,6,29.3,0.49,488.28,0.2401,,
514,-10,-48.83,-0.81,-813.8,0.6561,,
529,5,24.41,0.41,406.9,0.1681,,
530,6,29.3,0.49,488.28,0.2401,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
527,3,14.65,0.24,244.14,0.0576,,
528,4,19.53,0.33,325.52,0.1089,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
531,7,34.18,0.57,569.66,0.3249,,
528,4,19.53,0.33,325.52,0.1089,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
531,7,34.18,0.57,569.66,0.3249,,
531,7,34.18,0.57,569.66,0.3249,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
531,7,34.18,0.57,569.66,0.3249,,
528,4,19.53,0.33,325.52,0.1089,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
532,8,39.06,0.65,651.04,0.4225,,
526,2,9.77,0.16,162.76,0.0256,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
534,10,48.83,0.81,813.8,0.6561,,
526,2,9.77,0.16,162.76,0.0256,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
534,10,48.83,0.81,813.8,0.6561,,
525,1,4.88,0.08,81.38,0.0064,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
534,10,48.83,0.81,813.8,0.6561,,
526,2,9.77,0.16,162.76,0.0256,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
538,14,68.36,1.14,1139.32,1.2996,,
523,-1,-4.88,-0.08,-81.38,0.0064,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
534,10,48.83,0.81,813.8,0.6561,,
528,4,19.53,0.33,325.52,0.1089,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
534,10,48.83,0.81,813.8,0.6561,,
535,11,53.71,0.9,895.18,0.81,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
535,11,53.71,0.9,895.18,0.81,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
534,10,48.83,0.81,813.8,0.6561,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
535,11,53.71,0.9,895.18,0.81,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
535,11,53.71,0.9,895.18,0.81,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
523,-1,-4.88,-0.08,-81.38,0.0064,,
532,8,39.06,0.65,651.04,0.4225,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
526,2,9.77,0.16,162.76,0.0256,,
536,12,58.59,0.98,976.56,0.9604,,
531,7,34.18,0.57,569.66,0.3249,,
529,5,24.41,0.41,406.9,0.1681,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
531,7,34.18,0.57,569.66,0.3249,,
527,3,14.65,0.24,244.14,0.0576,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
532,8,39.06,0.65,651.04,0.4225,,
527,3,14.65,0.24,244.14,0.0576,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
527,3,14.65,0.24,244.14,0.0576,,
527,3,14.65,0.24,244.14,0.0576,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
531,7,34.18,0.57,569.66,0.3249,,
525,1,4.88,0.08,81.38,0.0064,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
532,8,39.06,0.65,651.04,0.4225,,
526,2,9.77,0.16,162.76,0.0256,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
538,14,68.36,1.14,1139.32,1.2996,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
535,11,53.71,0.9,895.18,0.81,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
536,12,58.59,0.98,976.56,0.9604,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
534,10,48.83,0.81,813.8,0.6561,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
531,7,34.18,0.57,569.66,0.3249,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
535,11,53.71,0.9,895.18,0.81,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
535,11,53.71,0.9,895.18,0.81,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
534,10,48.83,0.81,813.8,0.6561,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
536,12,58.59,0.98,976.56,0.9604,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
526,2,9.77,0.16,162.76,0.0256,,
532,8,39.06,0.65,651.04,0.4225,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
527,3,14.65,0.24,244.14,0.0576,,
532,8,39.06,0.65,651.04,0.4225,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
528,4,19.53,0.33,325.52,0.1089,,
535,11,53.71,0.9,895.18,0.81,,
528,4,19.53,0.33,325.52,0.1089,,
514,-10,-48.83,-0.81,-813.8,0.6561,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
531,7,34.18,0.57,569.66,0.3249,,
535,11,53.71,0.9,895.18,0.81,,
534,10,48.83,0.81,813.8,0.6561,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
530,6,29.3,0.49,488.28,0.2401,,
532,8,39.06,0.65,651.04,0.4225,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
530,6,29.3,0.49,488.28,0.2401,,
532,8,39.06,0.65,651.04,0.4225,,
527,3,14.65,0.24,244.14,0.0576,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
532,8,39.06,0.65,651.04,0.4225,,
529,5,24.41,0.41,406.9,0.1681,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
535,11,53.71,0.9,895.18,0.81,,
528,4,19.53,0.33,325.52,0.1089,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
523,-1,-4.88,-0.08,-81.38,0.0064,,
535,11,53.71,0.9,895.18,0.81,,
532,8,39.06,0.65,651.04,0.4225,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
531,7,34.18,0.57,569.66,0.3249,,
527,3,14.65,0.24,244.14,0.0576,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
531,7,34.18,0.57,569.66,0.3249,,
527,3,14.65,0.24,244.14,0.0576,,
535,11,53.71,0.9,895.18,0.81,,
526,2,9.77,0.16,162.76,0.0256,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
528,4,19.53,0.33,325.52,0.1089,,
536,12,58.59,0.98,976.56,0.9604,,
534,10,48.83,0.81,813.8,0.6561,,
535,11,53.71,0.9,895.18,0.81,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
534,10,48.83,0.81,813.8,0.6561,,
527,3,14.65,0.24,244.14,0.0576,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
534,10,48.83,0.81,813.8,0.6561,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
528,4,19.53,0.33,325.52,0.1089,,
530,6,29.3,0.49,488.28,0.2401,,
534,10,48.83,0.81,813.8,0.6561,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
525,1,4.88,0.08,81.38,0.0064,,
532,8,39.06,0.65,651.04,0.4225,,
530,6,29.3,0.49,488.28,0.2401,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
534,10,48.83,0.81,813.8,0.6561,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
534,10,48.83,0.81,813.8,0.6561,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
525,1,4.88,0.08,81.38,0.0064,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
530,6,29.3,0.49,488.28,0.2401,,
531,7,34.18,0.57,569.66,0.3249,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
534,10,48.83,0.81,813.8,0.6561,,
534,10,48.83,0.81,813.8,0.6561,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
523,-1,-4.88,-0.08,-81.38,0.0064,,
532,8,39.06,0.65,651.04,0.4225,,
532,8,39.06,0.65,651.04,0.4225,,
532,8,39.06,0.65,651.04,0.4225,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
530,6,29.3,0.49,488.28,0.2401,,
534,10,48.83,0.81,813.8,0.6561,,
525,1,4.88,0.08,81.38,0.0064,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
535,11,53.71,0.9,895.18,0.81,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
535,11,53.71,0.9,895.18,0.81,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
523,-1,-4.88,-0.08,-81.38,0.0064,,
534,10,48.83,0.81,813.8,0.6561,,
536,12,58.59,0.98,976.56,0.9604,,
529,5,24.41,0.41,406.9,0.1681,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
535,11,53.71,0.9,895.18,0.81,,
535,11,53.71,0.9,895.18,0.81,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
523,-1,-4.88,-0.08,-81.38,0.0064,,
535,11,53.71,0.9,895.18,0.81,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
525,1,4.88,0.08,81.38,0.0064,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
535,11,53.71,0.9,895.18,0.81,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
535,11,53.71,0.9,895.18,0.81,,
532,8,39.06,0.65,651.04,0.4225,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
525,1,4.88,0.08,81.38,0.0064,,
532,8,39.06,0.65,651.04,0.4225,,
530,6,29.3,0.49,488.28,0.2401,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
532,8,39.06,0.65,651.04,0.4225,,
535,11,53.71,0.9,895.18,0.81,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
534,10,48.83,0.81,813.8,0.6561,,
526,2,9.77,0.16,162.76,0.0256,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
535,11,53.71,0.9,895.18,0.81,,
527,3,14.65,0.24,244.14,0.0576,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
536,12,58.59,0.98,976.56,0.9604,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
531,7,34.18,0.57,569.66,0.3249,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
525,1,4.88,0.08,81.38,0.0064,,
534,10,48.83,0.81,813.8,0.6561,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
535,11,53.71,0.9,895.18,0.81,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
535,11,53.71,0.9,895.18,0.81,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
535,11,53.71,0.9,895.18,0.81,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
525,1,4.88,0.08,81.38,0.0064,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
535,11,53.71,0.9,895.18,0.81,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
534,10,48.83,0.81,813.8,0.6561,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
532,8,39.06,0.65,651.04,0.4225,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
534,10,48.83,0.81,813.8,0.6561,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
534,10,48.83,0.81,813.8,0.6561,,
529,5,24.41,0.41,406.9,0.1681,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
535,11,53.71,0.9,895.18,0.81,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
535,11,53.71,0.9,895.18,0.81,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
528,4,19.53,0.33,325.52,0.1089,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
535,11,53.71,0.9,895.18,0.81,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
535,11,53.71,0.9,895.18,0.81,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
535,11,53.71,0.9,895.18,0.81,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
531,7,34.18,0.57,569.66,0.3249,,
514,-10,-48.83,-0.81,-813.8,0.6561,,
530,6,29.3,0.49,488.28,0.2401,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
535,11,53.71,0.9,895.18,0.81,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
535,11,53.71,0.9,895.18,0.81,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
534,10,48.83,0.81,813.8,0.6561,,
525,1,4.88,0.08,81.38,0.0064,,
532,8,39.06,0.65,651.04,0.4225,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
532,8,39.06,0.65,651.04,0.4225,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
535,11,53.71,0.9,895.18,0.81,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
535,11,53.71,0.9,895.18,0.81,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
535,11,53.71,0.9,895.18,0.81,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
532,8,39.06,0.65,651.04,0.4225,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
525,1,4.88,0.08,81.38,0.0064,,
519,-5,-24.41,-0.41,-406.9,0.1681,,
534,10,48.83,0.81,813.8,0.6561,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
536,12,58.59,0.98,976.56,0.9604,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
530,6,29.3,0.49,488.28,0.2401,,
527,3,14.65,0.24,244.14,0.0576,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
521,-3,-14.65,-0.24,-244.14,0.0576,,
537,13,63.48,1.06,1057.94,1.1236,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
535,11,53.71,0.9,895.18,0.81,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
530,6,29.3,0.49,488.28,0.2401,,
530,6,29.3,0.49,488.28,0.2401,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
530,6,29.3,0.49,488.28,0.2401,,
525,1,4.88,0.08,81.38,0.0064,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
537,13,63.48,1.06,1057.94,1.1236,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
526,2,9.77,0.16,162.76,0.0256,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
535,11,53.71,0.9,895.18,0.81,,
522,-2,-9.77,-0.16,-162.76,0.0256,,
534,10,48.83,0.81,813.8,0.6561,,
526,2,9.77,0.16,162.76,0.0256,,
527,3,14.65,0.24,244.14,0.0576,,
528,4,19.53,0.33,325.52,0.1089,,
530,6,29.3,0.49,488.28,0.2401,,
514,-10,-48.83,-0.81,-813.8,0.6561,,
535,11,53.71,0.9,895.18,0.81,,
520,-4,-19.53,-0.33,-325.52,0.1089,,
527,3,14.65,0.24,244.14,0.0576,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
527,3,14.65,0.24,244.14,0.0576,,
530,6,29.3,0.49,488.28,0.2401,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
516,-8,-39.06,-0.65,-651.04,0.4225,,
532,8,39.06,0.65,651.04,0.4225,,
530,6,29.3,0.49,488.28,0.2401,,
534,10,48.83,0.81,813.8,0.6561,,
517,-7,-34.18,-0.57,-569.66,0.3249,,
536,12,58.59,0.98,976.56,0.9604,,
518,-6,-29.3,-0.49,-488.28,0.2401,,
534,10,48.83,0.81,813.8,0.6561,,
